Zipcode,Year,Population,Economy: Median worker earnings,Economy: Percent below poverty level,Economy: Unemployment rate,Race: White,Race: Black or African American,Race: American Indian and Alaska Native,Race: Asian,Race: Native Hawaiian and Other Pacific Islander,Race: Other,Race: Two or more,Ethnicity: Hispanic or Latino,Ethnicity: Not Hispanic or Latino,Immigration: Native-born,Immigration: Native-born – in the US,"Immigration: Native-born – in Puerto Rico, US islands, or abroad to US parents",Immigration: Foreign-born,Immigration: Foreign-born – Naturalized citizen,Immigration: Foreign-born: Not US citizen,Immigration: Foreign-born – Europe,Immigration: Foreign-born – Asia,Immigration: Foreign-born – Africa,Immigration: Foreign-born – Oceania,Immigration: Foreign-born – Latin America,Immigration: Foreign-born – North America,Language: Population 5+ years,Language: English only,Language: Not English,Language: Not English – Speaks English 'less than well',Language: Spanish,Language: Spanish – Speaks English 'less than well',Language: Other Indo-European,Language: Other Indo-European – Speaks English 'less than well',Language: Asian and Pacific Islander,Language: Asian and Pacific Islander – Speaks English 'less than well',Language: Other,Language: Other – Speaks English 'less than well'
10065,2021,31270,106348,6.2,2.4,24949,647,11,4304,0,274,1085,2574,28696,22497,22019,478,8773,4511,4262,3363,3557,249,178,995,431,28944,20168,8776,1658,2252,197,3705,565,2099,745,720,151
10028,2021,47793,97429,4.9,4.1,41401,636,0,3632,0,606,1518,3612,44181,38617,37625,992,9176,4609,4567,3649,3086,282,47,1689,423,45853,35467,10386,1768,3166,523,4944,513,1629,482,647,250
10044,2021,12155,82500,7.0,4.0,5268,1581,0,3994,0,619,693,1297,10858,5960,5450,510,6195,1876,4319,1089,3517,447,53,1059,30,11386,5478,5908,2346,765,309,2037,571,2674,1379,432,87
10128,2021,58147,90935,8.3,5.0,42660,2985,34,5736,13,2905,3814,7543,50604,44328,42802,1526,13819,7581,6238,4288,5008,759,368,2818,578,55665,39544,16121,3196,5632,1402,6478,753,3090,884,921,157
10162,2021,2268,98614,0.0,0.0,2203,0,0,65,0,0,0,414,1854,1989,1848,141,279,107,172,76,0,0,0,107,96,1813,1262,551,0,182,0,152,0,65,0,152,0
10001,2021,26966,85775,13.7,4.1,16963,2117,40,4527,50,1091,2178,4973,21993,20220,19051,1169,6746,3322,3424,1785,2761,158,241,1528,273,25962,19240,6722,2170,2538,720,1521,398,2362,980,301,72
10011,2021,51867,103553,9.8,4.5,38919,2322,64,4854,0,1913,3795,7111,44756,40379,38701,1678,11488,5882,5606,3129,3872,537,461,2712,777,50416,39454,10962,2317,4700,1206,3253,312,2255,758,754,41
10018,2021,8063,96841,10.1,4.5,4514,409,9,2433,0,235,463,1034,7029,4349,4079,270,3714,1794,1920,935,1801,129,48,597,204,7848,4372,3476,1250,687,144,1272,451,1456,635,61,20
10019,2021,43989,95214,12.3,6.1,28545,2664,245,8249,47,2105,2134,7710,36279,29242,28566,676,14747,8121,6626,3674,5760,392,159,4134,628,42946,27557,15389,3573,5833,1624,4598,793,4366,1009,592,147
10020,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10036,2021,30437,85000,13.7,6.2,18141,2288,55,5116,30,1795,3012,6001,24436,20866,19771,1095,9571,4598,4973,2164,4411,326,116,2379,175,29821,19340,10481,3461,4628,1669,2376,785,3074,967,403,40
10111,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10105,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10118,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10112,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10122,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10104,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10110,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10121,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10106,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10096,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10097,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10196,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10119,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10010,2021,33193,95474,9.2,3.2,22952,2952,48,4955,0,795,1491,3343,29850,26130,25470,660,7063,4073,2990,1633,3281,483,44,1261,361,31628,24634,6994,1855,2325,427,2289,500,1989,816,391,112
10016,2021,56758,94761,8.6,4.6,38463,2474,24,10060,22,912,4803,6791,49967,42255,41392,863,14503,6952,7551,4219,6664,340,274,2702,304,54669,37816,16853,2891,5381,878,5895,737,4906,1209,671,67
10017,2021,15514,93641,7.3,4.8,11545,426,5,2762,40,195,541,728,14786,10188,9637,551,5326,2587,2739,1542,2098,269,38,891,488,15169,10766,4403,1026,702,15,2261,531,1380,448,60,32
10022,2021,33303,107322,5.9,3.5,27702,450,32,3433,0,625,1061,3137,30166,26396,25673,723,6907,4005,2902,2217,2954,57,108,1363,208,31867,24403,7464,1395,2259,176,2973,538,1912,652,320,29
10055,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10154,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10152,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10165,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10168,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10176,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10170,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10174,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10166,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10169,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10167,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10177,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10172,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10171,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10175,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10173,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10178,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10047,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012,2021,22269,78569,12.3,4.7,15836,806,0,4131,0,408,1088,1976,20293,16101,15622,479,6168,2845,3323,1951,2919,42,235,741,280,21605,16634,4971,1596,1084,321,1801,176,1870,1042,216,57
10013,2021,29563,81471,10.2,3.5,17204,1000,27,9160,0,808,1364,2343,27220,20162,19572,590,9401,5799,3602,1979,5719,109,523,693,378,28146,18274,9872,4944,952,224,2507,43,6262,4666,151,11
10014,2021,29815,103721,6.6,7.4,25507,539,27,1377,0,381,1984,2629,27186,24787,24065,722,5028,2379,2649,2453,904,295,288,670,418,28892,24767,4125,330,1366,110,1981,100,379,114,399,6
10002,2021,76807,42403,27.0,7.5,24687,6453,624,30288,19,8856,5880,19907,56900,46753,42541,4212,30054,18552,11502,1785,22942,238,349,4469,271,74346,32773,41573,26013,12119,4686,2185,737,26498,20439,771,151
10003,2021,54447,75527,10.8,5.1,38481,2823,148,9110,45,873,2967,4378,50069,43625,42418,1207,10822,4871,5951,3186,4458,253,661,1631,633,52995,41667,11328,3522,2517,575,4705,1232,3716,1602,390,113
10009,2021,60000,72265,23.9,4.7,34924,4577,110,7995,3,6922,5469,14683,45317,46424,42276,4148,13576,7179,6397,3020,6170,152,432,3041,761,58128,38811,19317,6787,9864,3166,3579,637,5430,2925,444,59
10004,2021,4795,128135,2.9,1.6,2758,162,0,1593,0,20,262,203,4592,3675,3636,39,1120,620,500,297,641,34,55,33,60,4180,3269,911,117,58,5,436,73,417,39,0,0
10005,2021,8637,119093,3.5,3.2,6496,147,0,1180,0,279,535,589,8048,7068,6959,109,1569,510,1059,568,606,0,161,133,101,8135,6118,2017,123,417,78,606,3,895,42,99,0
10006,2021,3894,121406,11.0,3.7,2526,255,0,895,0,68,150,222,3672,2767,2691,76,1127,221,906,337,605,18,15,113,39,3784,2702,1082,54,110,20,365,16,607,18,0,0
10007,2021,8194,134007,2.5,2.8,6173,736,0,1064,0,143,78,920,7274,6458,6245,213,1736,712,1024,502,677,103,28,411,15,7403,5586,1817,326,665,186,692,8,397,123,63,9
10038,2021,23356,80114,19.5,7.2,11554,2495,55,6638,0,1074,1540,2265,21091,17285,16577,708,6071,4327,1744,1410,3776,45,77,664,99,22525,14736,7789,3738,1914,873,1137,301,4482,2554,256,10
10280,2021,8582,128021,2.9,2.0,6199,138,71,1810,0,20,344,1090,7492,5985,5828,157,2597,1497,1100,813,1459,24,14,287,0,8242,4975,3267,412,660,26,1296,106,1311,280,0,0
10048,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10281,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10282,2021,6419,168906,4.5,1.8,4774,124,0,993,0,0,528,277,6142,5152,5116,36,1267,608,659,265,462,75,63,204,198,5863,4657,1206,454,35,0,693,58,478,396,0,0
10279,2021,131,,0.0,0.0,131,0,0,0,0,0,0,0,131,131,131,0,0,0,0,0,0,0,0,0,0,131,131,0,0,0,0,0,0,0,0,0,0
10270,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10271,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10041,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10278,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10043,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10081,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10275,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10265,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10045,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10259,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10260,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10285,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10286,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11101,2021,33789,67344,12.7,6.5,14126,4214,200,9413,17,2980,2839,7038,26751,20841,20088,753,12948,6297,6651,2408,5997,270,35,3988,250,31726,16956,14770,5422,5527,2172,4280,1440,4741,1741,222,69
11102,2021,27876,63083,14.2,5.8,15836,1947,210,4292,12,3349,2230,7198,20678,18427,17881,546,9449,5422,4027,2512,2661,416,15,3652,193,26176,14401,11775,4602,5123,2361,4482,1531,1287,422,883,288
11103,2021,35912,50505,10.4,7.3,22907,1046,69,5159,0,3520,3211,9054,26858,21473,20538,935,14439,7959,6480,4699,3763,873,71,4909,124,34284,16605,17679,6402,6913,2582,7326,2343,2321,946,1119,531
11104,2021,27575,54497,10.0,6.6,15049,587,100,7076,9,1619,3135,7403,20172,15442,14596,846,12133,5431,6702,1875,5448,550,44,4166,50,25938,10602,15336,6872,6119,2826,4579,1897,3863,1773,775,376
11105,2021,38311,54996,10.4,7.6,27476,1233,141,3444,0,2284,3733,8262,30049,25139,23569,1570,13172,7955,5217,5130,2752,1428,28,3795,39,36133,18337,17796,5977,5716,1916,8629,2912,1386,578,2065,571
11106,2021,40472,54582,10.9,9.0,20997,2647,286,7340,25,5396,3781,10927,29545,24901,23654,1247,15571,9055,6516,3626,5316,658,68,5752,151,38584,18157,20427,8096,8620,3387,7134,2476,3292,1740,1381,493
11109,2021,6712,98866,1.9,4.8,3809,90,0,2334,0,59,420,394,6318,4087,4040,47,2625,937,1688,688,1610,0,119,208,0,5852,3073,2779,881,306,60,776,150,1610,671,87,0
11368,2021,116469,28981,17.7,5.1,31219,10511,898,14504,24,48902,10411,88079,28390,45270,43121,2149,71199,24552,46647,1064,10843,1620,0,57654,18,108161,15365,92796,58245,77135,48946,5573,3127,8374,5914,1714,258
11369,2021,31550,33242,14.2,8.0,7895,5823,152,5067,5,10295,2313,17659,13891,14326,13780,546,17224,9990,7234,620,3790,419,9,12377,9,30060,8679,21381,12021,15988,9012,2942,1536,2014,1353,437,120
11370,2021,29780,38202,8.1,9.1,12282,4084,406,6612,20,4388,1988,11304,18476,16803,16090,713,12977,8151,4826,1810,4482,485,0,6176,24,28708,11513,17195,9371,8702,5054,5149,2548,2537,1466,807,303
11372,2021,67252,38869,14.1,9.0,28687,2437,215,14582,207,12932,8192,35999,31253,28396,26323,2073,38856,18938,19918,3436,10455,949,19,23745,252,63280,14601,48679,27245,31759,18385,10080,5195,6023,3455,817,210
11373,2021,102104,30881,9.9,5.4,13738,1608,786,49729,42,30862,5339,43484,58620,34177,32434,1743,67927,32500,35427,1431,37217,563,0,28688,28,96738,12471,84267,44989,38945,23189,13586,4618,31128,16994,608,188
11377,2021,85255,39331,9.0,5.5,32761,1964,319,31479,0,7782,10950,33081,52174,36279,34377,1902,48976,19301,29675,4654,24407,183,6,19661,65,80622,20701,59921,33193,27233,15691,15108,8225,16983,9076,597,201
11378,2021,39994,48200,10.2,6.6,25182,659,231,4939,0,6408,2575,14084,25910,24360,23205,1155,15634,8918,6716,6320,3479,161,0,5633,41,37516,14637,22879,10060,10969,3805,7875,3912,3660,2046,375,297
11354,2021,53375,32997,17.6,4.0,10317,1851,93,34227,130,5205,1552,7474,45901,18743,18055,688,34632,17299,17333,2140,27570,353,27,4481,61,50948,11105,39843,28910,6393,3660,4294,2359,28941,22891,215,0
11355,2021,80918,28465,20.7,6.2,9380,1878,498,59640,7,7063,2452,12102,68816,22988,21771,1217,57930,25972,31958,1537,48639,235,0,7519,0,76208,11019,65189,51631,10002,6880,6550,4213,48310,40430,327,108
11356,2021,27295,36358,10.8,8.7,7885,450,54,8479,29,8630,1768,11764,15531,14602,14331,271,12693,7441,5252,923,6360,117,0,5254,39,25101,7405,17696,10854,8868,4900,1662,764,6755,5057,411,133
11357,2021,44030,49218,7.5,7.2,27975,327,47,10850,15,2512,2304,6670,37360,29001,27894,1107,15029,10607,4422,4033,8431,230,0,2285,50,41622,21736,19886,9154,4734,1460,6860,2218,7859,5430,433,46
11358,2021,38103,43447,8.9,6.5,14682,406,239,17443,0,3374,1959,7164,30939,19141,18721,420,18962,10761,8201,2527,12680,209,7,3530,9,35945,12149,23796,14332,5162,2561,4731,1941,13717,9797,186,33
11359,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11360,2021,20076,60105,6.4,5.3,12002,282,161,5968,0,782,881,2160,17916,13598,13400,198,6478,5214,1264,1387,3984,166,0,941,0,19093,11183,7910,3685,1195,390,2308,552,4250,2696,157,47
11361,2021,30006,51070,9.2,4.3,13784,1436,74,11817,0,1336,1559,4358,25648,18328,17870,458,11678,7852,3826,1465,8411,66,9,1660,67,28255,13455,14800,7853,2461,832,2525,823,9562,6141,252,57
11362,2021,19217,54030,6.8,5.1,8345,521,0,9143,0,610,598,1847,17370,11437,11136,301,7780,6087,1693,1111,5817,42,0,778,32,18296,7969,10327,4766,1270,408,2152,579,6846,3779,59,0
11363,2021,7424,60181,8.8,6.5,4025,62,87,2569,0,117,564,808,6616,4908,4873,35,2516,1762,754,425,1610,9,0,464,8,7082,3809,3273,1389,672,423,836,156,1765,810,0,0
11364,2021,39015,49732,7.0,5.6,14086,1228,478,18895,0,2347,1981,6316,32699,22818,21801,1017,16197,11283,4914,1098,12636,252,0,2160,51,37018,15957,21061,11314,3471,1376,2528,919,14448,8954,614,65
11374,2021,47019,54862,11.7,4.9,21895,2274,46,14648,34,3411,4711,9410,37609,20742,19999,743,26277,17036,9241,5872,14419,1051,26,4843,66,43886,12950,30936,13874,6928,2859,12504,5360,9786,5136,1718,519
11375,2021,76091,70229,6.1,4.8,42804,2417,163,21718,0,3017,5972,11002,65089,43430,42159,1271,32661,21498,11163,7769,18695,519,140,5140,398,71301,32043,39258,15186,8126,2372,15325,5511,13723,6612,2084,691
11379,2021,39805,50504,6.8,4.8,28852,440,117,4542,0,3799,2055,8226,31579,24920,24098,822,14885,9805,5080,7004,3287,253,17,4268,56,37894,19013,18881,7468,5786,2068,9663,3642,3145,1646,287,112
11385,2021,109111,42173,11.0,6.8,73355,3620,340,7557,0,13032,11207,50797,58314,65536,61390,4146,43575,23642,19933,15865,5662,1400,24,20405,219,103149,41916,61233,27284,35886,15384,19532,8679,4104,2373,1711,848
11365,2021,45439,40897,10.4,6.6,13825,4693,63,19683,15,3468,3692,9277,36162,25204,24103,1101,20235,13676,6559,1423,14308,247,0,4250,7,42202,17335,24867,12916,5273,1888,4246,1694,14715,9143,633,191
11366,2021,13922,46153,11.4,6.5,5062,919,0,6193,0,968,780,1647,12275,7420,7210,210,6502,4763,1739,626,4538,226,0,1071,41,13058,4308,8750,4002,1394,778,1825,641,4830,2487,701,96
11367,2021,42362,42547,12.7,6.0,21738,3120,142,12050,0,3252,2060,7157,35205,24753,23570,1183,17609,11477,6132,2310,11175,534,0,3509,81,38720,15787,22933,11350,4988,2238,7260,2519,8667,6274,2018,319
11414,2021,30915,55723,7.7,9.3,22738,1298,45,1630,0,2549,2655,7702,23213,25257,24335,922,5658,4613,1045,2264,988,66,0,2327,13,29241,18800,10441,2625,5065,1815,4170,646,976,127,230,37
11415,2021,20351,55860,8.3,5.8,11173,1621,266,4126,10,1880,1275,4821,15530,12348,11911,437,8003,5283,2720,1794,3324,304,0,2509,72,18961,9078,9883,3982,3223,1275,3919,1797,1603,702,1138,208
11416,2021,27098,36493,14.7,8.1,6557,1483,145,9002,0,6584,3327,12418,14680,13814,12606,1208,13284,8051,5233,851,4378,127,46,7870,12,25328,9204,16124,6372,9706,3560,5328,2246,891,491,199,75
11417,2021,33236,39882,12.9,6.5,9559,2835,110,10099,8,6638,3987,12292,20944,19221,18363,858,14015,9640,4375,1038,5493,87,0,7372,25,30586,13757,16829,6607,8799,3178,5905,2179,1966,1166,159,84
11418,2021,38938,37088,10.4,5.5,12659,3592,413,9523,0,8939,3812,15672,23266,19835,18583,1252,19103,11746,7357,1122,6080,201,0,11687,13,36580,15224,21356,9849,12528,5963,6990,3093,1231,647,607,146
11419,2021,50107,35377,10.4,8.8,3827,6906,501,17836,55,15652,5330,9772,40335,17060,15955,1105,33047,21541,11506,303,9059,104,14,23514,53,47790,28222,19568,9327,7903,3332,10284,5328,1121,626,260,41
11420,2021,51831,40731,9.2,8.3,5817,12787,802,17403,107,8615,6300,11877,39954,25876,24357,1519,25955,17952,8003,264,3940,148,0,21593,10,48935,33890,15045,5596,8885,2871,4978,2195,943,470,239,60
11421,2021,42704,39144,9.9,7.8,13784,2615,144,7688,66,10683,7724,25436,17268,21315,19464,1851,21389,12442,8947,1359,5109,113,0,14789,19,40289,12232,28057,13123,20255,9190,3551,1421,4037,2437,214,75
11412,2021,41782,43319,8.9,4.9,981,35455,321,1390,116,2076,1443,2636,39146,24480,23818,662,17302,12637,4665,191,955,430,8,15648,70,39472,32913,6559,3240,1968,702,3655,2105,254,132,682,301
11423,2021,30983,42323,10.2,8.6,4339,10633,148,8809,0,5115,1939,5014,25969,14360,13685,675,16623,12291,4332,743,4428,792,0,10628,32,29407,16416,12991,5213,4197,2086,6593,2414,1493,587,708,126
11432,2021,64858,33552,13.6,7.5,10416,10635,704,28371,89,10059,4584,13958,50900,27074,26028,1046,37784,24334,13450,1641,19846,1402,23,14834,38,60464,20482,39982,19904,11832,6440,22120,10764,4138,1890,1892,810
11433,2021,41396,34644,14.0,13.7,1655,24000,667,6844,9,6814,1407,5759,35637,24443,23735,708,16953,9977,6976,95,5132,601,0,11112,13,38321,26538,11783,7908,4196,2449,5932,4309,770,517,885,633
11434,2021,66424,41378,10.8,9.0,2700,53061,262,2157,0,4831,3413,7053,59371,44391,43249,1142,22033,16427,5606,165,865,1877,0,19085,41,62580,53617,8963,4247,4347,1948,2850,1613,383,224,1383,462
11435,2021,60842,38557,13.7,11.1,10036,15241,501,13064,0,18932,3068,18919,41923,29903,28447,1456,30939,17988,12951,2128,9684,1073,0,18000,54,56152,25307,30845,17619,15737,8992,11619,6874,2548,1349,941,404
11436,2021,21248,37710,11.1,7.6,685,12907,127,1666,0,4305,1558,2882,18366,12049,11725,324,9199,5681,3518,106,477,343,0,8237,36,20102,16410,3692,1716,1983,821,1276,744,143,94,290,57
11451,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11004,2021,16426,54436,9.3,5.6,4553,1067,82,8299,39,1391,995,1834,14592,9048,8917,131,7378,5288,2090,281,5699,98,0,1258,42,15349,6640,8709,3026,1187,245,4607,1605,2854,1165,61,11
11005,2021,2075,,12.6,0.0,2003,0,0,72,0,0,0,5,2070,1890,1890,0,185,184,1,86,94,0,0,5,0,2075,1853,222,11,5,0,166,11,35,0,16,0
11411,2021,21605,47761,5.0,5.6,1076,19257,0,54,0,583,635,1447,20158,12525,12193,332,9080,6627,2453,247,42,391,0,8320,80,20765,16451,4314,1175,1377,480,2569,663,9,1,359,31
11413,2021,45661,44902,6.5,5.1,870,40594,78,738,0,2534,847,3105,42556,28099,27395,704,17562,13291,4271,185,491,781,0,16067,38,43426,36900,6526,2513,1949,646,3565,1560,106,46,906,261
11422,2021,34063,47163,8.1,7.1,2764,27242,248,1463,0,1014,1332,3273,30790,20977,20162,815,13086,10489,2597,283,394,790,0,11619,0,32412,25045,7367,2194,2467,581,3468,1054,244,94,1188,465
11426,2021,20959,53690,5.8,4.8,6114,1489,34,9104,0,2570,1648,4211,16748,11297,10774,523,9662,6567,3095,360,6446,27,28,2801,0,19552,7927,11625,4112,3456,1410,5464,1717,2579,949,126,36
11427,2021,25890,44611,9.7,6.9,5328,5785,192,8742,0,3943,1900,5318,20572,13438,12781,657,12452,9374,3078,415,6125,124,0,5777,11,24029,10983,13046,5761,4129,1853,5463,2643,2816,1177,638,88
11428,2021,21184,41753,7.6,7.2,2900,4056,89,6274,0,5581,2284,5788,15396,10114,9398,716,11070,8107,2963,469,3000,71,0,7506,24,20098,10607,9491,4768,4387,2379,3246,1553,1817,829,41,7
11429,2021,28643,40638,7.1,10.5,1295,19598,351,1565,0,4028,1806,4139,24504,15966,15276,690,12677,8717,3960,187,1161,197,0,11099,33,27521,19177,8344,4486,3537,1733,3993,2311,438,291,376,151
11040,2021,42634,63261,3.0,4.2,19373,320,410,18033,0,2455,2043,5144,37490,27909,27434,475,14725,11356,3369,1945,10267,89,0,2389,35,40512,21790,18722,6401,3235,1075,6803,1695,8391,3532,293,99
11001,2021,26818,59623,2.8,4.6,15995,1477,134,6369,0,1755,1088,3740,23078,19076,18872,204,7742,5810,1932,1131,4318,112,11,2161,9,25583,16707,8876,3577,2503,906,4407,1777,1811,830,155,64
11691,2021,70797,34969,20.1,10.3,23157,31387,219,3048,38,6983,5965,17400,53397,47494,45674,1820,23303,14028,9275,1652,2787,2291,12,16397,164,64322,43425,20897,8895,12558,6176,4286,1890,1209,502,2844,327
11692,2021,24639,37233,19.0,8.9,4882,13798,47,1407,0,2130,2375,6084,18555,16135,15270,865,8504,6064,2440,857,1208,1190,0,5236,13,22602,15265,7337,3337,4082,2039,1666,746,535,357,1054,195
11693,2021,14147,43363,16.8,9.4,8512,3105,39,415,0,906,1170,4208,9939,10622,10175,447,3525,2383,1142,1268,395,159,0,1687,16,13204,8008,5196,2105,2980,990,2024,1018,161,97,31,0
11694,2021,22432,57637,13.1,7.0,18238,1339,0,534,0,1084,1237,3752,18680,19558,19229,329,2874,1792,1082,1017,586,190,5,1022,54,21308,17057,4251,1277,2068,509,1101,440,403,223,679,105
11697,2021,3782,71310,3.9,2.3,3713,9,0,20,0,0,40,208,3574,3675,3674,1,107,105,2,79,20,8,0,0,0,3547,3448,99,10,18,0,65,0,8,2,8,8
11096,2021,9084,33761,14.9,5.9,3761,1633,0,332,0,2977,381,4528,4556,5937,5658,279,3147,1624,1523,179,276,0,0,2629,63,8257,3649,4608,2443,3626,2100,544,142,165,79,273,122
10302,2021,18144,39965,18.5,6.7,8182,4449,267,1069,19,2127,2031,7195,10949,13679,13253,426,4465,1895,2570,360,731,180,0,3194,0,16780,10455,6325,2078,4800,1651,1012,227,330,166,183,34
10303,2021,27469,41053,19.4,6.9,10012,9205,101,2678,0,2665,2808,10718,16751,20018,19047,971,7451,4082,3369,459,2241,1194,0,3529,28,25846,14364,11482,3777,7427,2155,2023,786,1027,679,1005,157
10310,2021,25976,49550,13.4,3.9,14269,5892,122,1410,0,2190,2093,7571,18405,19474,18787,687,6502,3663,2839,1200,1145,1039,8,3097,13,23987,16389,7598,3038,4075,1643,2184,996,353,173,986,226
