Zipcode,Year,Population,Economy: Median worker earnings,Economy: Percent below poverty level,Economy: Unemployment rate,Race: White,Race: Black or African American,Race: American Indian and Alaska Native,Race: Asian,Race: Native Hawaiian and Other Pacific Islander,Race: Other,Race: Two or more,Ethnicity: Hispanic or Latino,Ethnicity: Not Hispanic or Latino,Immigration: Native-born,Immigration: Native-born – in the US,"Immigration: Native-born – in Puerto Rico, US islands, or abroad to US parents",Immigration: Foreign-born,Immigration: Foreign-born – Naturalized citizen,Immigration: Foreign-born: Not US citizen,Immigration: Foreign-born – Europe,Immigration: Foreign-born – Asia,Immigration: Foreign-born – Africa,Immigration: Foreign-born – Oceania,Immigration: Foreign-born – Latin America,Immigration: Foreign-born – North America,Language: Population 5+ years,Language: English only,Language: Not English,Language: Not English – Speaks English 'less than well',Language: Spanish,Language: Spanish – Speaks English 'less than well',Language: Other Indo-European,Language: Other Indo-European – Speaks English 'less than well',Language: Asian and Pacific Islander,Language: Asian and Pacific Islander – Speaks English 'less than well',Language: Other,Language: Other – Speaks English 'less than well'
11420,2020,47266,39739,10.3,6.5,6846,11976,743,14991,113,7766,4831,11485,35781,23824,22220,1604,23442,16503,6939,287,3510,200,0,19428,17,44660,30480,14180,5017,8723,2649,4492,1882,776,456,189,30
11421,2020,39654,36988,9.0,6.9,14031,2270,148,7715,0,9538,5952,23166,16488,19547,17800,1747,20107,12262,7845,1363,4928,64,0,13700,52,37261,11829,25432,11950,18121,8008,2836,1131,4233,2694,242,117
11412,2020,37987,41877,8.3,5.5,945,32799,391,920,89,1713,1130,2437,35550,23129,22450,679,14858,10561,4297,203,597,313,30,13640,75,35990,30354,5636,2662,1754,624,3126,1674,131,84,625,280
11423,2020,29532,38091,10.2,8.7,3767,11223,201,8812,0,4279,1250,4025,25507,13487,12889,598,16045,11077,4968,630,4608,868,0,9925,14,27900,16269,11631,4893,3383,1725,5740,2251,1721,763,787,154
11432,2020,64282,31494,13.7,7.7,11250,11532,398,27346,171,9319,4266,13382,50900,27815,26793,1022,36467,23286,13181,1619,19659,1095,11,14032,51,59601,20961,38640,18404,10892,5715,21054,9970,4577,1965,2117,754
11433,2020,36929,33033,12.6,12.1,1845,22808,95,4755,8,5876,1542,5332,31597,22156,21466,690,14773,8278,6495,93,3533,726,0,10403,18,34690,24907,9783,6071,3873,2088,4268,2891,704,462,938,630
11434,2020,62590,39345,9.6,6.9,2657,52093,155,2057,0,3465,2163,5910,56680,41437,40629,808,21153,15824,5329,181,789,1285,8,18814,76,58638,51538,7100,2946,3437,1273,2387,1086,473,323,803,264
11435,2020,59392,36087,14.9,10.3,10510,15490,325,13085,0,16936,3046,18296,41096,28696,27244,1452,30696,17694,13002,2205,9765,1074,0,17585,67,54886,24193,30693,17181,15077,8420,11962,6913,2594,1341,1060,507
11436,2020,18955,37910,9.6,7.3,921,11560,43,1691,0,3364,1376,2686,16269,11214,10858,356,7741,4961,2780,107,440,214,0,6947,33,18005,14829,3176,1185,1946,665,906,402,128,68,196,50
11451,2020,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11004,2020,15297,51993,9.1,3.8,4999,752,62,7282,45,1318,839,1850,13447,8545,8390,155,6752,5051,1701,432,5047,125,0,1120,28,14155,6586,7569,2337,1020,174,4323,1385,2161,763,65,15
11005,2020,2249,,9.0,0.0,2137,0,0,112,0,0,0,5,2244,1995,1995,0,254,228,26,111,138,0,0,5,0,2249,1993,256,13,5,0,176,13,58,0,17,0
11411,2020,20473,45481,3.8,5.6,930,18631,14,81,0,427,390,1328,19145,12209,11915,294,8264,6058,2206,193,49,444,0,7551,27,19541,15731,3810,1052,1209,368,2276,661,1,1,324,22
11413,2020,41810,42545,6.5,5.9,940,37697,129,486,74,1546,938,2582,39228,25725,25082,643,16085,11997,4088,193,332,633,10,14870,47,39852,34397,5455,2128,1674,679,3049,1269,105,39,627,141
11422,2020,32786,41946,7.3,6.0,2430,27518,111,809,0,953,965,2887,29899,19766,19040,726,13020,10443,2577,230,346,693,0,11751,0,31093,23811,7282,2002,2141,404,3987,1139,203,125,951,334
11426,2020,20222,52660,6.4,3.6,6927,1219,77,8689,0,2117,1193,3977,16245,11366,10911,455,8856,6168,2688,390,5859,60,33,2514,0,18581,7839,10742,3972,3274,1099,4871,1555,2459,1275,138,43
11427,2020,25096,41817,9.1,4.8,5949,5452,353,8329,0,3451,1562,5200,19896,13003,12295,708,12093,9001,3092,399,5831,235,0,5619,9,23263,10490,12773,5274,3942,1660,5155,2208,2880,1247,796,159
11428,2020,19830,40800,7.8,5.8,3483,3888,71,5836,39,4678,1835,4774,15056,9674,8934,740,10156,7481,2675,419,2611,24,0,7075,27,18834,10503,8331,4235,4001,2119,2846,1409,1464,697,20,10
11429,2020,27808,37672,8.9,11.2,1161,19879,226,1066,27,3845,1604,3990,23818,15931,15135,796,11877,8466,3411,130,677,180,0,10863,27,26454,18321,8133,4197,3264,1637,4268,2235,327,211,274,114
11040,2020,41523,59524,3.3,3.4,20182,364,286,16400,70,2444,1777,5428,36095,26937,26467,470,14586,11167,3419,2089,9993,113,0,2358,33,39380,21597,17783,6057,3369,1055,7322,2153,6916,2841,176,8
11001,2020,26542,57156,3.3,4.7,16888,1447,145,5687,0,1522,853,3604,22938,19472,19169,303,7070,5404,1666,1042,3955,131,10,1919,13,25250,17390,7860,2885,1999,629,3675,1349,1985,832,201,75
11691,2020,68454,32701,19.3,8.2,23448,31620,184,3373,20,6257,3552,16089,52365,46317,44620,1697,22137,13781,8356,1727,2897,1930,0,15426,157,62354,41646,20708,8093,12046,5564,5175,1960,878,475,2609,94
11692,2020,22394,35038,18.5,8.5,4666,12579,142,1245,0,2128,1634,5621,16773,14870,14112,758,7524,5499,2025,749,1057,1015,0,4683,20,20636,13814,6822,2904,3826,1752,1397,702,626,359,973,91
11693,2020,13029,41720,16.7,6.6,7734,2813,0,539,0,832,1111,3713,9316,9792,9319,473,3237,2054,1183,1281,383,94,0,1466,13,12080,7671,4409,2003,2384,931,1748,938,266,134,11,0
11694,2020,21258,54354,10.2,6.0,17045,1234,248,446,0,1426,859,4115,17143,18359,18011,348,2899,1846,1053,1003,501,157,5,1188,45,20079,15730,4349,1213,2447,710,1047,292,282,118,573,93
11697,2020,3527,60956,4.1,3.7,3360,21,0,24,0,122,0,278,3249,3440,3439,1,87,86,1,45,24,8,0,10,0,3294,3224,70,9,12,0,41,0,9,1,8,8
11096,2020,8155,31360,17.9,6.7,3486,1770,0,312,0,2485,102,3740,4415,5240,5017,223,2915,1600,1315,179,242,0,0,2470,24,7614,3616,3998,2223,3216,1954,527,160,209,100,46,9
10302,2020,17942,41715,13.6,7.0,9247,4584,163,1211,18,1953,766,6785,11157,13564,13104,460,4378,2176,2202,341,771,510,0,2756,0,16721,10571,6150,1705,4400,1201,1036,260,419,193,295,51
10303,2020,27164,37179,20.5,5.0,11474,8918,57,2071,0,2508,2136,10853,16311,20307,19221,1086,6857,3459,3398,351,1674,1389,0,3407,36,25599,14651,10948,3331,7462,2025,1592,518,757,575,1137,213
10310,2020,24168,47459,15.1,4.1,13815,5557,130,1502,0,2003,1161,7450,16718,17927,17256,671,6241,3574,2667,1159,1250,864,11,2946,11,22513,14949,7564,2915,4509,1674,1838,821,587,265,630,155
10301,2020,38001,43937,16.3,5.5,21927,8300,25,3009,6,1884,2850,9448,28553,29368,28006,1362,8633,4906,3727,1787,2571,889,23,3170,193,35376,24065,11311,4393,5288,1913,3294,1394,1353,802,1376,284
10304,2020,42133,39908,18.4,6.2,21822,11931,42,4063,28,3055,1192,9542,32591,29619,28533,1086,12514,8063,4451,2842,3810,2754,30,3019,59,40186,24044,16142,5748,5818,1657,4447,1748,2863,1744,3014,599
10305,2020,42968,46270,10.6,5.9,29468,2889,59,7404,16,1543,1589,6164,36804,27612,26744,868,15356,11041,4315,6404,5903,980,0,2053,16,40529,21269,19260,7952,3382,989,8923,3306,5728,3430,1227,227
10314,2020,89938,48194,9.1,4.6,63791,3300,298,16415,28,2556,3550,13674,76264,65061,63120,1941,24877,17700,7177,5645,13300,1739,18,4072,103,84832,52271,32561,11424,7541,2265,10543,3702,9677,4590,4800,867
10306,2020,54318,48698,10.0,6.0,43058,1874,125,4696,0,1397,3168,9464,44854,41014,40357,657,13304,8695,4609,6451,4162,551,0,2095,45,51594,33975,17619,7176,4337,898,9106,3623,3424,2395,752,260
10307,2020,15053,54944,5.1,2.0,13834,17,0,691,0,152,359,1339,13714,13167,13076,91,1886,1350,536,926,495,117,0,348,0,14283,11480,2803,739,581,220,1658,331,422,179,142,9
10308,2020,28901,58845,3.3,4.3,26378,463,24,1548,0,174,314,2692,26209,23323,23030,293,5578,4365,1213,3408,1177,441,0,546,6,27517,20888,6629,2588,1044,180,4093,1670,923,621,569,117
10309,2020,33896,56703,7.5,3.1,31759,200,128,806,0,595,408,2968,30928,28832,28446,386,5064,4036,1028,3182,1042,409,0,425,6,31833,24792,7041,2416,1198,228,4258,1650,700,329,885,209
10312,2020,61114,54411,5.7,4.3,53863,590,98,4189,45,599,1730,7354,53760,51986,51072,914,9128,7582,1546,4390,3364,715,27,629,3,57460,45265,12195,3966,2005,317,6130,1846,2935,1561,1125,242
83,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11430,2020,220,9292,73.4,50.4,51,146,0,8,0,15,0,66,154,169,154,15,51,14,37,0,8,7,0,36,0,214,139,75,45,60,30,7,7,8,8,0,0
11371,2020,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10463,2021,73256,40060,18.8,8.6,32415,11915,822,2740,68,18278,7018,37727,35529,51181,47211,3970,22075,15038,7037,3292,2509,898,28,15185,163,68821,32890,35931,13334,29036,11059,4176,1389,1558,770,1161,116
10471,2021,23387,53663,6.8,6.4,14686,2456,85,1029,0,2479,2652,6379,17008,18778,17924,854,4609,2969,1640,1653,817,105,81,1908,45,22263,14968,7295,2163,4363,1034,1939,803,485,268,508,58
10466,2021,75767,37843,17.3,9.9,6861,51654,498,1857,17,11768,3112,20181,55586,42949,38949,4000,32818,21578,11240,426,761,3805,0,27712,114,71260,48807,22453,6869,14250,5196,2141,553,440,48,5622,1072
10469,2021,75290,38806,15.1,8.5,11838,42738,142,4136,10,12101,4325,21288,54002,46037,41302,4735,29253,19298,9955,1811,2885,3512,0,20909,136,70986,44317,26669,8604,15536,4830,5465,2180,1543,792,4125,802
10470,2021,16446,42869,9.5,5.1,7214,6143,66,559,0,1415,1049,3373,13073,10917,10309,608,5529,3526,2003,1039,209,433,0,3844,4,15290,11052,4238,1229,2436,666,871,245,193,146,738,172
10475,2021,44509,40541,12.1,7.9,5230,28070,207,1000,0,7645,2357,13886,30623,33256,29856,3400,11253,8432,2821,552,550,2037,53,8056,5,42195,28402,13793,3706,10083,2826,1376,472,802,249,1532,159
10458,2021,86757,25492,30.8,14.8,10878,15587,1039,2904,19,51221,5109,62498,24259,51740,45914,5826,35017,13023,21994,1034,2168,2530,0,29234,51,79923,21500,58423,28280,51292,25276,3793,1542,932,441,2406,1021
10467,2021,102209,32466,25.6,11.7,21729,33228,1169,6508,67,31473,8035,53378,48831,63984,56394,7590,38225,18385,19840,2988,4998,2825,0,27401,13,94934,39062,55872,25309,42558,18901,8286,4127,1399,892,3629,1389
10468,2021,82480,25502,27.2,11.5,11015,18434,1259,2165,310,41701,7596,65410,17070,43748,38288,5460,38732,17182,21550,722,1703,2068,0,34234,5,75144,14482,60662,31045,54906,28566,1679,947,1429,691,2648,841
10461,2021,52756,40411,14.8,8.5,23826,5098,365,5979,35,13610,3843,26472,26284,37891,33321,4570,14865,8466,6399,3225,4048,317,19,7256,0,49838,21504,28334,10518,18088,5930,7007,2869,2566,1493,673,226
10462,2021,78470,38777,18.5,9.4,15172,20127,832,11680,13,24224,6422,37603,40867,54235,45604,8631,24235,12678,11557,1795,8571,2187,0,11640,42,72720,29234,43486,17544,26954,9670,10950,5808,2281,1163,3301,903
10464,2021,4417,64936,6.2,10.5,3399,31,0,87,0,696,204,1187,3230,3468,3292,176,949,636,313,508,87,14,0,219,121,4321,3149,1172,131,676,91,387,40,87,0,22,0
10465,2021,46205,48202,13.6,6.3,24703,6303,35,2717,144,7569,4734,20930,25275,37844,35512,2332,8361,5495,2866,1672,1682,190,0,4808,9,42916,25934,16982,4713,12569,3075,2872,936,1177,565,364,137
10472,2021,66720,30908,30.2,11.3,6131,18570,647,5847,37,31658,3830,40328,26392,39613,33670,5943,27107,12088,15019,358,4002,2440,0,20307,0,61385,21189,40196,19565,32124,15210,5770,3195,681,476,1621,684
10473,2021,60296,37919,22.5,9.3,14576,22610,430,984,0,16240,5456,38036,22260,47332,41432,5900,12964,8812,4152,177,492,1300,0,10984,11,56442,26779,29663,10963,27558,10288,545,254,239,134,1321,287
10453,2021,80393,25824,33.4,14.7,9043,25969,771,1586,259,33990,8775,55516,24877,46460,41855,4605,33933,15523,18410,181,1318,3980,9,28392,53,74482,22974,51508,25126,44823,21666,2371,1300,509,359,3805,1801
10457,2021,79443,26165,32.9,13.1,14120,36024,767,498,91,17905,10038,51729,27714,49066,43643,5423,30377,14589,15788,221,434,5150,0,24545,27,72137,24062,48075,22310,40942,19574,1638,594,136,49,5359,2093
10460,2021,59979,28089,34.7,14.4,9533,20511,381,827,124,20349,8254,39939,20040,41145,34534,6611,18834,9651,9183,485,974,2005,0,15360,10,56088,20272,35816,15458,31648,13211,1710,1111,142,91,2316,1045
10451,2021,50118,30719,34.1,9.6,7686,21816,158,611,296,15870,3681,28115,22003,36139,33088,3051,13979,8344,5635,221,602,2033,0,10884,239,46619,20674,25945,11727,21775,9754,1697,958,347,175,2126,840
10452,2021,79838,26617,35.0,13.2,11730,26950,324,1046,365,31925,7498,54061,25777,49077,43225,5852,30761,15838,14923,139,1054,4154,0,25385,29,74358,21603,52755,25746,45149,22410,2145,1227,230,139,5231,1970
10456,2021,90314,25713,37.4,14.7,11085,43434,1001,638,130,26504,7522,52202,38112,61363,54201,7162,28951,13285,15666,319,499,6474,0,21637,22,83486,30101,53385,25223,43411,20833,3368,1840,311,118,6295,2432
10454,2021,38908,25782,44.8,11.4,6089,12532,286,66,49,16882,3004,27134,11774,27746,23519,4227,11162,4900,6262,197,74,1445,0,9446,0,35807,12939,22868,9684,20611,8854,400,136,0,0,1857,694
10455,2021,42781,27215,35.6,12.9,6098,13906,402,587,0,16293,5495,31216,11565,30592,26962,3630,12189,5880,6309,13,425,1413,0,10330,8,39882,12638,27244,11848,24787,11013,900,302,146,86,1411,447
10459,2021,51303,27668,29.8,11.8,6164,17878,275,158,35,21230,5563,34599,16704,35172,30217,4955,16131,7828,8303,74,111,2397,0,13549,0,47730,15524,32206,14016,27538,12602,1278,369,94,75,3296,970
10474,2021,11312,29533,39.0,15.9,1305,4099,101,40,0,4230,1537,7712,3600,8471,7568,903,2841,1287,1554,26,25,457,0,2333,0,10372,4819,5553,2639,5115,2452,151,72,16,9,271,106
11211,2021,65925,58574,21.9,6.4,44335,3742,398,4024,0,9455,3971,17433,48492,51392,47321,4071,14533,7884,6649,4199,2897,328,427,6286,396,60694,29249,31445,11260,13376,5646,14187,3953,2441,1292,1441,369
11222,2021,39669,66372,9.0,7.2,31132,1416,116,1595,0,1994,3416,5693,33976,29329,28165,1164,10340,5417,4923,6225,1468,245,332,1785,285,37560,25350,12210,4517,3837,1022,7165,3192,745,108,463,195
11249,2021,42421,65318,28.2,6.0,30914,2452,76,2264,0,3234,3481,8438,33983,33566,31730,1836,8855,4373,4482,3319,1784,202,383,2783,384,37901,17135,20766,7282,5557,1997,13592,4872,934,267,683,146
11201,2021,68777,95290,10.7,5.9,42126,8999,394,9532,26,2500,5200,8132,60645,55114,53201,1913,13663,6400,7263,3527,5771,546,147,3256,416,63692,47693,15999,4039,5082,1334,4586,613,5541,1876,790,216
11205,2021,50681,46370,29.4,8.8,27765,13159,348,3114,0,3130,3165,8107,42574,42205,40490,1715,8476,4247,4229,1378,2533,530,19,3808,208,45929,26277,19652,7775,5754,2098,10404,4267,2343,1193,1151,217
11215,2021,73419,82970,6.0,6.0,53594,2734,293,6665,0,3991,6142,11968,61451,59965,57279,2686,13454,7204,6250,4274,3801,221,202,4149,807,67542,50888,16654,4254,7096,2704,6170,617,2712,878,676,55
11217,2021,42107,75883,12.9,6.8,24293,7966,43,3678,24,1829,4274,6048,36059,34383,33123,1260,7724,4054,3670,2077,1793,328,318,2811,397,38573,28888,9685,2340,4600,1366,2855,467,1588,345,642,162
11231,2021,40311,75985,14.2,7.9,26885,5324,183,2029,653,1945,3292,6437,33874,33488,32385,1103,6823,3542,3281,2096,1287,486,159,2487,308,36561,28092,8469,2675,3838,1512,3373,777,975,322,283,64
11251,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11213,2021,69392,34859,20.7,10.6,16573,44558,28,1251,15,3816,3151,8266,61126,47674,45151,2523,21718,14263,7455,1483,1594,578,127,17657,279,64806,49810,14996,5258,5619,2597,5953,1572,736,264,2688,825
11212,2021,78296,31165,31.8,16.8,6299,59784,159,828,44,5467,5715,13320,64976,51488,48957,2531,26808,16817,9991,166,1045,1733,2,23808,54,73419,58007,15412,6602,9639,4130,3447,1351,240,199,2086,922
11216,2021,62210,52559,14.1,6.2,21074,30187,35,2873,0,2730,5311,7961,54249,48150,46748,1402,14060,9236,4824,1936,1689,555,146,9341,393,59215,48079,11136,2809,4184,1267,4616,1063,1395,365,941,114
11233,2021,85633,43677,25.6,5.9,11760,61404,339,1193,21,7107,3809,13657,71976,64989,63114,1875,20644,12543,8101,1102,1459,1733,134,15904,312,79004,63432,15572,4340,9488,2459,3481,946,1081,670,1522,265
11238,2021,58597,71556,11.0,6.2,30572,17431,189,3658,0,1528,5219,6620,51977,47569,45681,1888,11028,6953,4075,2102,2305,681,296,5342,302,54251,44915,9336,2160,2958,668,3886,785,1667,456,825,251
11207,2021,97690,34008,26.8,11.8,13135,59403,216,1525,15,16775,6621,33652,64038,68049,64629,3420,29641,17812,11829,503,1298,1985,0,25697,158,90786,61534,29252,10906,24038,9710,2244,561,662,217,2308,418
11208,2021,107724,34901,22.1,6.5,24195,54516,204,7481,173,16034,5121,43708,64016,66410,61500,4910,41314,26397,14917,656,7448,2211,0,30999,0,98892,48887,50005,17564,36042,12397,9962,3716,1381,925,2620,526
11220,2021,93584,27166,21.9,7.7,26467,2515,887,39288,0,19934,4493,36812,56772,43339,39762,3577,50245,20391,29854,2777,28683,1425,29,17279,52,87500,16334,71166,51483,30945,20280,4328,2429,33051,27139,2842,1635
11232,2021,28501,41809,16.8,6.1,11831,2299,539,4604,19,6724,2485,14318,14183,17704,16607,1097,10797,4306,6491,536,3365,204,0,6632,60,26769,10745,16024,9108,11142,6152,1074,442,3304,2260,504,254
11204,2021,82140,28674,18.7,7.2,45476,801,868,24962,9,7022,3002,10625,71515,44524,42779,1745,37616,20857,16759,10606,20074,976,0,5721,239,75135,17460,57675,33218,8219,4952,26678,13334,19483,13630,3295,1302
11218,2021,76370,45925,13.9,6.7,44799,6250,193,14820,0,5243,5065,12444,63926,52174,49338,2836,24196,15446,8750,5280,11292,552,230,6473,369,70283,34567,35716,14608,8847,3231,21380,9050,3613,1879,1876,448
11219,2021,93119,25946,34.7,8.0,59564,1376,355,21873,25,8475,1451,11539,81580,62538,60107,2431,30581,15604,14977,5662,17591,739,15,6337,237,80413,14195,66218,38188,9822,6191,34705,17313,17882,13429,3809,1255
11230,2021,91789,38224,18.2,6.3,60925,7397,295,14024,36,5133,3979,10037,81752,54596,52027,2569,37193,23097,14096,12500,16637,788,38,7128,102,83356,37850,45506,24384,7115,3129,27606,15172,5755,4336,5030,1747
11203,2021,79499,41939,13.5,6.4,3511,67600,98,1545,19,2356,4370,5319,74180,39643,38054,1589,39856,28065,11791,536,1356,948,0,36944,72,75443,60537,14906,5093,3785,1422,8939,3167,576,313,1606,191
11210,2021,65854,43816,9.9,7.3,21344,35066,41,3177,0,2842,3384,4684,61170,39645,37874,1771,26209,17868,8341,2586,2436,1264,8,19880,35,61791,41454,20337,6430,3092,869,12469,4864,808,284,3968,413
11225,2021,59465,45254,15.6,6.5,18424,33595,66,1630,0,3291,2459,6146,53319,38300,36887,1413,21165,13861,7304,1356,1144,2014,205,16168,278,56885,42528,14357,3596,4385,1192,6659,1680,691,245,2622,479
11226,2021,99776,42311,14.1,5.1,15562,65416,784,2883,0,9517,5614,14778,84998,56925,54884,2041,42851,26062,16789,1829,2827,2115,148,35643,288,93843,62411,31432,11520,11794,4065,14964,5870,1357,498,3317,1087
11234,2021,94254,50401,8.2,5.4,34714,43094,374,7641,0,4364,4067,8570,85684,59044,56817,2227,35210,26259,8951,4988,7203,962,17,21867,173,88786,59362,29424,10872,6119,1856,15236,5488,4581,2556,3488,972
11236,2021,102238,44355,12.6,5.3,5470,85092,140,2515,13,4521,4487,8762,93476,56668,53264,3404,45570,33840,11730,944,1958,1514,17,41072,65,95842,71653,24189,7825,5801,1216,14184,5340,1413,774,2791,495
11239,2021,15917,38181,25.2,7.7,2946,10578,432,438,0,799,724,2479,13438,10927,10329,598,4990,4391,599,1686,798,341,0,2165,0,15340,10571,4769,2985,1354,381,2668,2144,384,367,363,93
11209,2021,72938,56801,10.6,5.7,50162,2942,514,9901,53,4612,4754,13449,59489,50716,48710,2006,22222,14469,7753,5895,9575,2345,42,4267,98,68603,38164,30439,11627,7717,2456,9541,3652,6231,3225,6950,2294
11214,2021,95361,34653,18.2,7.2,43089,1910,462,34873,3,10086,4938,16479,78882,43091,40605,2486,52270,31043,21227,14297,28724,1899,0,7215,135,89639,24585,65054,41349,11439,6590,21622,14184,27306,18651,4687,1924
11228,2021,45267,44372,12.7,6.0,25185,502,156,15319,0,2458,1647,5652,39615,27091,25987,1104,18176,11887,6289,4192,10811,916,6,2171,80,42581,18668,23913,12251,3518,1596,6762,2786,11600,7037,2033,832
11223,2021,83565,36727,19.3,8.2,44906,5013,261,21598,11,8896,2880,11222,72343,44525,43008,1517,39040,25987,13053,11393,21288,1157,14,4965,218,76562,30409,46153,30325,7297,4437,18014,12100,16156,11138,4686,2650
11224,2021,48110,37251,28.8,8.6,26012,9680,137,4126,0,5952,2203,9678,38432,25962,24310,1652,22148,16880,5268,13196,5248,376,0,3246,82,45683,18622,27061,20414,5913,4289,17189,13376,2717,1966,1242,783
11229,2021,85538,45661,15.1,4.9,53999,5020,333,20037,42,2959,3148,7834,77704,46295,44528,1767,39243,27073,12170,14726,19822,687,31,3731,246,80302,33335,46967,25555,4688,2179,21664,11601,16864,10322,3751,1453
11235,2021,84859,43324,16.2,5.1,62076,1914,3,10849,0,5114,4903,7652,77207,32294,30213,2081,52565,36778,15787,31110,17377,459,23,3457,139,80032,19578,60454,40833,5794,3128,43868,30543,7745,5141,3047,2021
11206,2021,90903,36412,34.5,8.5,41946,20937,909,5475,141,15249,6246,32864,58039,73380,68094,5286,17523,9918,7605,2793,3952,306,99,10148,225,83293,37445,45848,18545,24648,9724,16281,6500,4243,2184,676,137
11221,2021,89728,41862,21.6,7.7,21971,38446,412,3972,48,16699,8180,29046,60682,68268,64834,3434,21460,12089,9371,1937,2994,1211,76,15097,145,85331,55585,29746,11789,21589,9024,4440,1449,2106,909,1611,407
11237,2021,50590,36774,23.7,6.4,16855,5681,808,3290,64,18434,5458,29698,20892,33308,29888,3420,17282,7887,9395,1648,2609,198,9,12699,119,48220,19475,28745,12945,23679,10781,2049,617,2135,1094,882,453
10031,2021,61801,37151,23.2,8.3,16316,17443,337,2708,55,14518,10424,31354,30447,39470,37454,2016,22331,11771,10560,1284,2123,1283,11,17421,209,59134,25984,33150,13713,27125,12691,2931,541,1575,248,1519,233
10032,2021,60529,33115,18.7,12.2,14137,10784,302,2939,47,24683,7637,39047,21482,32904,31650,1254,27625,15278,12347,953,2308,979,43,23205,137,58290,19424,38866,17866,33787,16743,2712,646,1904,436,463,41
10033,2021,60739,34572,14.9,11.7,22094,5005,1447,1787,0,20639,9767,40442,20297,34050,32312,1738,26689,15080,11609,1777,1269,642,157,22671,173,57726,18445,39281,19780,35018,18412,2193,701,831,289,1239,378
10034,2021,43365,38798,15.2,8.1,13880,5539,638,1196,96,17093,4923,30768,12597,26179,24410,1769,17186,9836,7350,1237,885,73,0,14907,84,40773,12301,28472,13175,26002,12400,1837,607,483,143,150,25
10040,2021,45771,34389,19.2,15.3,13785,3044,545,1061,5,22531,4800,32398,13373,23989,22119,1870,21782,12480,9302,1603,877,158,27,19039,78,43652,11987,31665,16134,28842,15509,1915,430,593,173,315,22
10026,2021,39401,47743,18.9,7.2,10096,20286,66,2360,0,3524,3069,7623,31778,29107,28124,983,10294,6053,4241,1332,1693,2509,92,4499,169,37051,23837,13214,3239,5954,1615,4416,750,859,232,1985,642
10027,2021,65840,39587,22.9,8.7,19727,24465,390,5701,1,11175,4381,16970,48870,49226,47622,1604,16614,7321,9293,1991,4564,2325,85,7185,464,62092,38409,23683,6663,12564,3545,4962,777,3815,1564,2342,777
10030,2021,31611,36751,29.2,10.3,5266,18308,22,1107,2,4247,2659,9091,22520,23988,23122,866,7623,3799,3824,433,689,1484,118,4878,21,29381,19192,10189,4125,6738,2977,1663,341,357,201,1431,606
10037,2021,19374,51628,25.0,10.0,2228,13342,54,702,0,1814,1234,3647,15727,16444,15821,623,2930,1311,1619,117,488,918,0,1365,42,18088,13181,4907,1397,2674,682,917,158,472,235,844,322
10039,2021,27234,39424,26.6,14.1,4217,15394,178,627,0,3697,3121,9112,18122,20941,20041,900,6293,3579,2714,287,518,1526,0,3872,90,25552,15403,10149,3394,7186,2709,833,317,333,147,1797,221
10115,2021,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10029,2021,77661,38618,31.1,9.1,21361,23610,698,8336,37,18530,5089,35569,42092,57825,51126,6699,19836,10672,9164,1555,6325,1500,27,10130,254,73739,34616,39123,16309,26983,11151,4727,1118,6040,3571,1373,469
10035,2021,37042,43305,33.6,10.2,7749,14979,103,1375,34,9695,3107,16293,20749,28599,26651,1948,8443,4182,4261,878,1059,846,17,5528,115,34418,18826,15592,5629,12279,4472,1952,596,615,369,746,192
10023,2021,65891,96877,7.9,5.3,48380,3108,9,8331,0,2180,3883,5525,60366,49494,47511,1983,16397,8354,8043,5436,6541,820,460,2327,813,62853,46394,16459,3880,4428,986,6221,910,4509,1639,1301,345
10024,2021,63916,100519,8.0,3.4,52190,1834,155,3588,0,3488,2661,7446,56470,51994,50527,1467,11922,5962,5960,5044,1981,433,627,3276,561,59624,45552,14072,2848,6101,1836,5637,633,1293,375,1041,4
10025,2021,96918,64215,14.3,7.1,59414,11148,91,9793,0,7911,8561,21794,75124,73590,70077,3513,23328,12612,10716,4894,7302,994,428,8944,766,92796,58180,34616,10167,17177,6137,9148,1546,5990,1824,2301,660
10069,2021,5774,173233,26.6,19.1,2872,179,0,1866,0,759,98,255,5519,4232,4203,29,1542,805,737,225,1027,0,98,170,22,5126,3612,1514,578,181,95,295,21,911,462,127,0
10021,2021,42484,83570,4.7,4.5,36010,129,20,3936,131,1219,1039,2437,40047,35160,34536,624,7324,4442,2882,2308,3098,149,116,1476,177,40285,30257,10028,2365,2443,770,5819,1059,1377,529,389,7
10075,2021,23391,93348,12.2,2.7,20121,423,259,1659,61,103,765,1873,21518,18254,17800,454,5137,2636,2501,1493,1508,558,132,1114,332,22038,17182,4856,656,1519,154,1988,216,947,154,402,132
