Neighborhood,Year,Population,Economy: Median worker earnings,Economy: Percent below poverty level,Economy: Unemployment rate,Race: White,Race: Black or African American,Race: American Indian and Alaska Native,Race: Asian,Race: Native Hawaiian and Other Pacific Islander,Race: Other,Race: Two or more,Ethnicity: Hispanic or Latino,Ethnicity: Not Hispanic or Latino,Immigration: Native-born,Immigration: Native-born – in the US,"Immigration: Native-born – in Puerto Rico, US islands, or abroad to US parents",Immigration: Foreign-born,Immigration: Foreign-born – Naturalized citizen,Immigration: Foreign-born: Not US citizen,Immigration: Foreign-born – Europe,Immigration: Foreign-born – Asia,Immigration: Foreign-born – Africa,Immigration: Foreign-born – Oceania,Immigration: Foreign-born – Latin America,Immigration: Foreign-born – North America,Language: Population 5+ years,Language: English only,Language: Not English,Language: Not English – Speaks English 'less than well',Language: Spanish,Language: Spanish – Speaks English 'less than well',Language: Other Indo-European,Language: Other Indo-European – Speaks English 'less than well',Language: Asian and Pacific Islander,Language: Asian and Pacific Islander – Speaks English 'less than well',Language: Other,Language: Other – Speaks English 'less than well'
Chelsea - Clinton,2020,157141.0,90892.83338530365,11.372218580765045,4.381946786643843,107319,8613,364,26195,118,6553,7979,24993,132148,110451,105618,4833,46690,22345,24345,11157,19912,1706,1148,10514,2253,152789,105233,47556,13495,17742,5414,12404,2400,15225,5453,2185,228
Chelsea - Clinton,2021,161322.0,94471.52111925218,11.884421839550711,5.190165631469979,107082,9800,413,25179,127,7139,11582,26829,134493,115056,110168,4888,46266,23717,22549,11687,18605,1542,1025,11350,2057,156993,109963,47030,12771,18386,5363,13020,2739,13513,4349,2111,320
Greenpoint,2011,124004.0,34396.00396761394,27.47584271475114,6.28399406470759,105758,4582,525,4897,87,6041,2114,29118,94886,93646,87104,6542,30358,14505,15853,14635,4166,151,237,10475,694,113907,46254,67653,29662,25686,11770,37082,15759,2808,1335,2077,798
Greenpoint,2012,124228.0,36589.26285539492,28.57446952377886,6.2,104034,4842,559,4705,88,7437,2563,28912,95316,94853,88548,6305,29375,14165,15210,13558,3912,251,296,10561,797,114044,49257,64787,27281,25235,11239,35316,14310,2563,1077,1673,655
Greenpoint,2013,127457.0,37975.48889429376,28.062502647951856,6.712248836862629,105697,4918,541,5280,0,8282,2739,29669,97788,97190,90918,6272,30267,14890,15377,13799,4265,306,362,10698,837,117089,51988,65101,27573,25694,11212,34763,14560,2485,1071,2159,730
Greenpoint,2014,129261.0,39707.92639697976,26.54385777612737,6.7,104164,5773,482,6020,5,9831,2986,28984,100277,99188,92967,6221,30073,15261,14812,13324,4684,355,393,10433,884,118413,55351,63062,25773,24266,9958,34000,13949,2967,1305,1829,561
Greenpoint,2015,132935.0,42762.098694850865,25.844575920562683,6.247097453642758,105142,6964,484,6756,5,10003,3581,28445,104490,102072,96405,5667,30863,15373,15490,13573,5439,561,429,10094,767,121343,58779,62564,25189,23326,8946,34381,14338,3180,1412,1677,493
Greenpoint,2016,135659.0,44192.66820483713,24.53215857407175,5.6684385112672215,106191,7462,499,7439,37,10183,3848,29509,106150,104909,99480,5429,30750,16010,14740,12945,5780,546,471,10070,938,123962,61372,62590,24910,23217,8474,34218,14510,3372,1417,1783,509
Greenpoint,2017,138405.0,46982.38481268741,22.773039268812543,5.613651963440627,106738,8030,474,8098,28,10936,4101,29874,108531,105986,100383,5603,32419,17360,15059,13715,6522,586,537,10118,941,126668,63434,63234,25794,23323,8552,33668,14833,3934,1723,2309,686
Greenpoint,2018,139116.0,51325.48494781333,22.10790994565686,4.873768653497801,106513,8201,595,7594,14,11351,4848,30152,108964,108191,102368,5823,30925,16196,14729,12957,6375,498,505,9590,1000,127382,64102,63280,24324,23016,8286,33853,13707,3939,1610,2472,721
Greenpoint,2019,139995.0,56664.77712775457,21.249287474552663,4.483942997964213,107675,7983,623,7381,22,11027,5284,30552,109443,108143,101898,6245,31852,16553,15299,13268,6463,623,810,9608,1080,128486,65446,63040,24468,22736,8403,33986,13651,3877,1684,2441,730
Greenpoint,2020,141271.0,58995.611342738426,20.53604207516051,5.507884137579546,103787,7825,418,8585,32,12425,8199,30627,110644,109253,102877,6376,32018,17308,14710,12561,6652,674,943,10097,1091,129891,67649,62242,23789,21445,8584,33720,12275,4466,2078,2611,852
Greenpoint,2021,148015.0,62596.74151944059,20.248290375975408,6.499765564300915,106381,7610,590,7883,0,14683,10868,31564,116451,114287,107216,7071,33728,17674,16054,13743,6149,775,1142,10854,1065,136155,71734,64421,23059,22770,8665,34944,12017,4120,1667,2587,710
Pelham - Throgs Neck,2011,297602.0,32654.34717844638,21.14803697555796,9.007975416831876,95507,70943,1375,20991,80,96100,12606,146323,151279,215596,189632,25964,82006,39511,42495,9583,15448,5458,8,51355,154,276895,127941,148954,57564,111989,41251,21755,9397,8965,4761,6245,2155
Pelham - Throgs Neck,2012,301497.0,33072.30199305466,21.77903826572072,10.343988165719724,95726,72290,1474,20984,7,97687,13329,151709,149788,217047,190142,26905,84450,41262,43188,10237,15025,5814,7,53201,166,280685,127598,153087,59682,114849,42680,24030,10531,7969,4118,6239,2353
Pelham - Throgs Neck,2013,305767.0,32872.82995875945,23.04882901032486,12.010303270137067,99579,73809,1496,21586,22,95440,13835,154245,151522,220914,193171,27743,84853,40962,43891,9821,14813,6066,17,53830,306,284442,130051,154391,61296,115687,44293,24948,10900,7140,3627,6616,2476
Pelham - Throgs Neck,2014,309048.0,32557.0567064016,23.151588749967644,12.11242428360643,102663,75562,1625,21379,11,94360,13448,154998,154050,221856,194553,27303,87192,41271,45921,9703,14621,5325,35,57241,267,287878,132722,155156,62444,116417,45725,25091,10570,6949,3696,6699,2453
Pelham - Throgs Neck,2015,308892.0,32259.220737345087,23.1614447768152,11.952744001139557,105556,74708,1391,22317,5,91918,12997,158204,150688,221791,193665,28126,87101,41847,45254,8802,14808,6365,52,56758,316,288092,131594,156498,63003,116891,45373,24475,10624,7443,4114,7689,2892
Pelham - Throgs Neck,2016,309020.0,32365.87097275257,23.386737751601835,11.650171186330981,106111,75372,1645,22184,14,90945,12749,162503,146517,221620,192561,29059,87400,42721,44679,8287,15113,7034,60,56655,251,288530,128859,159671,64106,119487,46156,24538,11028,6748,3748,8898,3174
Pelham - Throgs Neck,2017,310450.0,32536.217281365763,22.752660653889514,10.819259139958126,109533,76626,2336,22989,72,86336,12558,162474,147976,222332,193150,29182,88118,43986,44132,8160,16332,6961,63,56285,317,289913,128323,161590,65536,119893,46151,25934,12050,7233,4178,8530,3157
Pelham - Throgs Neck,2018,304148.0,34121.07691321331,22.08017971513868,9.340747267777529,104849,75530,2321,22521,69,86650,12208,161302,142846,216939,189981,26958,87209,44574,42635,7708,16337,7300,52,55698,114,283783,125892,157891,62524,116856,43601,25141,11998,6997,4017,8897,2908
Pelham - Throgs Neck,2019,301133.0,35720.987955488104,21.575105684199343,8.3098594308827,100743,74371,2202,24263,85,86520,12949,159855,141278,215397,187765,27632,85736,44778,40958,7413,16813,8065,26,53236,183,281199,123994,157205,60134,114915,41056,25674,12236,7479,4055,9137,2787
Pelham - Throgs Neck,2020,303526.0,37120.71510183642,20.040599487358577,8.174751421624505,93465,71236,2484,27411,133,89327,19470,162038,141488,215382,187453,27929,88144,47340,40804,7375,18684,6932,22,54972,159,282787,123625,159162,62673,116574,42958,27706,13359,7389,4223,7493,2133
Pelham - Throgs Neck,2021,308864.0,38972.80166027766,20.267370752175715,9.189166753004558,87807,72739,2309,27294,229,93997,24489,164556,144308,220383,192831,27552,88481,48175,40306,7735,18882,6448,19,55214,183,287622,127789,159833,63434,117969,44264,27531,13102,7031,3831,7302,2237
Northeast Bronx,2011,200571.0,35177.7892716295,14.462513025312731,12.218988787013076,37302,123487,1125,5862,0,27499,5296,48452,152119,131511,119622,11889,69060,42413,26647,6386,3491,4655,21,54464,43,188009,134718,53291,16703,36948,10930,9665,3361,2547,1088,4131,1324
Northeast Bronx,2012,200483.0,34608.83721811824,15.417078256011731,13.372771756208756,35095,126082,822,6066,2,27513,4903,47653,152830,130141,118493,11648,70342,43421,26921,5961,3321,6129,37,54880,14,188277,134437,53840,16666,35794,10916,9845,3228,2457,1058,5744,1464
Northeast Bronx,2013,200533.0,34555.048834855115,15.42007549879571,14.039194546533487,34296,124137,968,5232,327,30546,5027,49936,150597,130098,118429,11669,70435,43943,26492,5863,3165,6998,29,54365,15,188642,131839,56803,17779,38298,11786,9093,3298,2609,1213,6803,1482
Northeast Bronx,2014,201360.0,34167.08698351212,15.36772348033373,13.965001489868893,33906,122190,790,5839,134,32852,5649,51487,149873,129268,117655,11613,72092,44702,27390,6252,3198,7535,28,55053,26,190002,131346,58656,18496,39078,12192,9418,3383,2587,1092,7573,1829
Northeast Bronx,2015,202651.0,32656.066937740252,15.29219347548248,12.823895761678946,34212,123359,1188,6022,157,31609,6104,52238,150413,129352,117244,12108,73299,45584,27715,6084,3365,7996,41,55738,75,191058,129733,61325,19680,40292,13152,10497,3532,2527,1204,8009,1792
Northeast Bronx,2016,202632.0,33767.927528722015,15.48980467053575,11.175314856488608,33488,124472,1300,6668,216,30337,6151,51715,150917,129089,116401,12688,73543,46712,26831,5696,3730,8618,28,55374,97,191312,129124,62188,20791,39739,13687,9705,3544,2792,1381,9952,2179
Northeast Bronx,2017,205410.0,33726.153950635315,14.85064991967285,9.71416678837447,34471,125610,1576,7884,253,29704,5912,53934,151476,129516,117358,12158,75894,49525,26369,5360,4406,8246,25,57769,88,194447,130496,63951,22059,40499,14548,9232,3554,3827,1826,10393,2131
Northeast Bronx,2018,204989.0,35067.692412763616,15.553586289996048,8.695047539136246,36180,125385,1589,8763,105,26333,6634,53186,151803,127864,115207,12657,77125,50675,26450,4995,5060,8542,27,58394,107,193935,129496,64439,21709,39438,13983,9519,3659,4037,1726,11445,2341
Northeast Bronx,2019,205957.0,36267.67214515652,15.271042013624204,8.032936001204133,35029,128857,1892,8132,52,24670,7325,53955,152002,128690,115386,13304,77267,50883,26384,4766,5073,8347,79,58822,180,194240,128605,65635,22568,41094,14897,9749,3939,3515,1679,11277,2053
Northeast Bronx,2020,206360.0,37993.286591393684,15.373744427214575,7.806777476255088,32803,127398,1217,8576,21,27293,9052,55125,151235,129441,116419,13022,76919,51323,25596,4076,5043,8458,46,59045,251,194336,131040,63296,21690,39372,14137,10209,4201,3253,1450,10462,1902
Northeast Bronx,2021,212012.0,39141.26211723865,14.82201007490142,8.610616380204895,31143,128605,913,7552,27,32929,10843,58728,153284,133159,120416,12743,78853,52834,26019,3828,4405,9787,53,60521,259,199731,132578,67153,20408,42305,13518,9853,3450,2978,1235,12017,2205
Kingsbridge - Riverdale,2011,90567.0,39084.03799397132,13.96717568209171,9.03936754005322,46009,11698,216,4111,12,24782,3739,37449,53118,64185,59181,5004,26382,15215,11167,5905,3959,1054,41,15282,141,84693,43258,41435,16276,30635,12012,6396,2495,2370,1225,2034,544
Kingsbridge - Riverdale,2012,91163.0,39316.3579522394,14.929078683237716,9.7677270383818,47365,11966,292,4403,0,23387,3750,38193,52970,64044,59011,5033,27119,16162,10957,6024,3993,1117,75,15756,154,85202,43132,42070,17131,30764,12575,6443,2431,2602,1434,2261,691
Kingsbridge - Riverdale,2013,92450.0,39368.74494321254,15.52686857760952,9.90427257977285,47241,12334,405,4344,146,24198,3782,39273,53177,66127,61196,4931,26323,16032,10291,5463,3890,788,35,15913,234,86357,44543,41814,16306,30782,12098,6519,2233,2482,1443,2031,532
Kingsbridge - Riverdale,2014,93173.0,39346.82051667328,15.951826172818304,10.693733163040795,47245,12906,462,4516,82,24211,3751,39823,53350,66496,61760,4736,26677,16328,10349,5204,4099,948,40,16191,195,86803,44074,42729,15953,31677,12188,6352,1948,2696,1398,2004,419
Kingsbridge - Riverdale,2015,93708.0,38793.28838519657,15.752388269944934,10.10725658428309,47293,12335,432,4318,97,24887,4346,39938,53770,66077,61680,4397,27631,16769,10862,5526,3920,1162,57,16739,227,87228,44012,43216,16278,31590,12347,6544,2047,2678,1254,2404,630
Kingsbridge - Riverdale,2016,93258.0,39320.67196379935,16.132291063501253,8.62939801411139,46183,12711,516,4551,85,24652,4560,40873,52385,64366,60249,4117,28892,17421,11471,5770,4071,1010,26,17811,204,86677,42096,44581,16770,32204,12650,6820,2074,2964,1348,2593,698
Kingsbridge - Riverdale,2017,94903.0,39577.333572173695,15.067234966228678,8.23743401156971,47195,13598,432,3962,110,24830,4776,41435,53468,65921,62109,3812,28982,17846,11136,5915,3750,949,18,18114,236,88570,43906,44664,15854,32579,11902,7373,2339,2478,1111,2234,502
Kingsbridge - Riverdale,2018,93256.0,40692.64905207172,15.509479282834349,7.582602727974607,47142,13347,460,4031,51,23025,5200,41475,51781,64301,60391,3910,28955,17767,11188,5947,3916,932,47,17938,175,87151,43115,44036,16180,32364,12350,7130,2121,2583,1189,1959,520
Kingsbridge - Riverdale,2019,93554.0,40927.325501849205,14.926448895824871,6.4,48429,14082,513,4041,69,21054,5366,41122,52432,65002,61025,3977,28552,17600,10952,5848,3703,918,58,17842,183,87420,44221,43199,16572,31571,12606,7073,2275,2471,1153,2084,538
Kingsbridge - Riverdale,2020,92813.0,41266.40953314729,15.618823871655913,6.5107959014362216,47168,14300,559,3662,53,19971,7100,42292,50521,66655,61956,4699,26158,17682,8476,5145,2857,1121,65,16767,203,87180,45291,41889,15499,31950,12021,6148,2115,1985,1044,1806,319
Kingsbridge - Riverdale,2021,96643.0,43351.84070237886,15.896075246008506,8.06761379510156,47101,14371,907,3769,68,20757,9670,44106,52537,69959,65135,4824,26684,18007,8677,4945,3326,1003,109,17093,208,91084,47858,43226,15497,33399,12093,6115,2192,2043,1038,1669,174
Union Square - Lower East Side,2011,198860.0,40829.02778336518,21.22550035200644,8.529153675952932,103822,13054,493,55225,24,19961,6281,39289,159571,136489,125173,11316,62371,33640,28731,10268,40369,1021,635,9135,943,192236,105036,87200,45536,29670,11981,12052,3124,43488,30202,1990,229
Union Square - Lower East Side,2012,199334.0,43284.30611436082,21.038445523593566,8.678756760010835,106464,12779,546,54450,54,18621,6420,39866,159468,137649,126108,11541,61685,33178,28507,10158,39096,856,953,9515,1107,192980,106124,86856,43386,30530,11542,12247,3058,42115,28606,1964,180
Union Square - Lower East Side,2013,202311.0,43742.85206933879,21.287001695409543,8.84318994024052,107555,12914,459,53820,206,20480,6877,41251,161060,140609,129489,11120,61702,33314,28388,9769,39080,802,793,10087,1171,195713,106449,89264,43430,32797,11723,12922,3101,41448,28342,2097,264
Union Square - Lower East Side,2014,198768.0,45286.52227722772,20.449687072365773,8.181995089752878,105899,12876,417,51658,139,20911,6868,40635,158133,138913,128225,10688,59855,32325,27530,9321,37748,668,852,9906,1360,192275,105507,86768,42156,32275,11166,12230,2650,40033,28038,2230,302
Union Square - Lower East Side,2015,198713.0,46326.871321956794,22.21396083799248,7.084476606965826,104500,14353,345,51801,118,21162,6434,40919,157794,138988,127878,11110,59725,32720,27005,9428,37522,753,807,9655,1560,192598,105809,86789,41697,32791,11421,12162,2579,40408,27449,1428,248
Union Square - Lower East Side,2016,194662.0,48691.346611048895,20.982623727281133,6.823919409026929,104811,14029,390,48796,86,20093,6457,40424,154238,137020,126010,11010,57642,31003,26639,9391,35582,868,901,9339,1561,188525,106097,82428,39315,31028,10597,10898,2128,38774,26330,1728,260
Union Square - Lower East Side,2017,193101.0,50531.99019684,20.740363851041685,6.303198844128204,103865,13348,727,48967,94,20150,5950,41247,151854,136016,124769,11247,57085,30491,26594,9337,36092,655,714,8824,1463,186895,104656,82239,40933,30905,11063,10064,1937,39798,27737,1472,196
Union Square - Lower East Side,2018,187600.0,54532.41965884861,20.775842750533048,5.694767590618337,101496,14892,839,45974,79,18080,6240,39243,148357,132291,122026,10265,55309,29898,25411,9216,34035,644,915,8992,1507,181733,105804,75929,37783,27965,9352,9356,1814,37096,26424,1512,193
Union Square - Lower East Side,2019,186749.0,56676.003239642516,20.922192354443663,5.108629229607654,100448,14669,875,47297,107,16818,6535,37980,148769,131046,120920,10126,55703,31620,24083,8622,35189,673,1023,8669,1527,181040,106175,74865,37701,25463,8626,9310,1763,38239,27095,1853,217
Union Square - Lower East Side,2020,187301.0,57541.58802675906,21.075394685559605,5.226502794966391,98081,13985,905,48133,75,15395,10727,37363,149938,132564,122669,9895,54737,29897,24840,8071,35171,498,1611,8025,1361,181584,109217,72367,37576,23894,8337,9753,2219,37118,26786,1602,234
Union Square - Lower East Side,2021,191254.0,61201.155479101086,21.41558660211028,5.938344818931892,98092,13853,882,47393,67,16651,14316,38968,152286,136802,127235,9567,54452,30602,23850,7991,33570,643,1442,9141,1665,185469,113251,72218,36322,24500,8427,10469,2606,35644,24966,1605,323
Willowbrook,2011,87662.0,46196.0,8.1,5.9,69703,2904,241,11358,0,2368,1088,10534,77128,67886,66460,1426,19776,14100,5676,6648,9214,1093,8,2764,49,82302,54836,27466,9756,5497,1557,11253,3776,7884,3712,2832,711
Willowbrook,2012,87921.0,44716.0,8.2,6.2,69001,3182,194,12008,0,2362,1174,11570,76351,68040,66567,1473,19881,14322,5559,6170,9374,1147,0,3143,47,82448,55946,26502,9177,5938,1658,10145,3197,7695,3633,2724,689
Willowbrook,2013,87276.0,44996.0,8.6,6.6,67625,3719,110,12140,0,2659,1023,10811,76465,67528,66087,1441,19748,14021,5727,5722,9754,1366,0,2826,80,81990,56113,25877,8722,5308,1329,9670,2883,8006,3751,2893,759
Willowbrook,2014,87524.0,44600.0,7.9,6.3,67603,3910,126,12334,0,2265,1286,10940,76584,67545,66068,1477,19979,14337,5642,5721,9841,1640,10,2697,70,82334,56245,26089,8626,4998,1281,9741,2713,8294,3866,3056,766
Willowbrook,2015,87600.0,43564.0,8.6,5.5,67712,4096,49,12019,0,2143,1581,11983,75617,68114,66509,1605,19486,13924,5562,5481,9687,1561,10,2641,106,82774,57354,25420,7897,5560,1360,9189,2206,7646,3589,3025,742
Willowbrook,2016,88585.0,43899.0,9.4,5.6,67895,4079,73,12423,156,2069,1890,12650,75935,68225,66357,1868,20360,14634,5726,5742,10116,1515,23,2855,109,83433,56448,26985,8023,6299,1547,9726,2279,7711,3456,3249,741
Willowbrook,2017,89960.0,45555.0,9.6,5.1,67272,4220,73,14068,88,2376,1863,12734,77226,68218,66185,2033,21742,15452,6290,5946,11349,1708,21,2602,116,84903,55123,29780,9159,6981,1562,10564,2867,8714,3993,3521,737
Willowbrook,2018,90761.0,47172.0,9.5,4.5,66310,3852,109,15049,76,3008,2357,13726,77035,67658,65818,1840,23103,16646,6457,5790,12088,1718,30,3355,122,85526,54526,31000,9442,7151,1656,10436,2827,9339,4160,4074,799
Willowbrook,2019,89792.0,49572.0,9.1,4.5,65976,3342,126,15209,76,2691,2372,13704,76088,66813,64595,2218,22979,16564,6415,5999,12049,1472,15,3323,121,84596,53556,31040,9025,6869,1460,10680,2890,9285,3935,4206,740
Willowbrook,2020,89938.0,48194.0,9.1,4.6,63791,3300,298,16415,28,2556,3550,13674,76264,65061,63120,1941,24877,17700,7177,5645,13300,1739,18,4072,103,84832,52271,32561,11424,7541,2265,10543,3702,9677,4590,4800,867
Willowbrook,2021,93736.0,51337.0,9.3,5.5,64563,3716,272,16710,0,2938,5537,14198,79538,67858,65649,2209,25878,18469,7409,5777,13590,2031,7,4170,303,88873,54366,34507,12126,7968,2635,11354,3709,10222,5127,4963,655
Hunts Point - Mott Haven,2011,133949.0,19557.364407349065,41.29240755810047,15.755312842947689,35460,44054,631,874,51,48881,3998,97077,36872,95791,78200,17591,38158,11905,26253,268,442,2496,0,34952,0,121498,38506,82992,43630,78452,41567,1759,698,380,202,2401,1163
Hunts Point - Mott Haven,2012,135687.0,19654.201471032597,43.0914568086847,16.31522548217589,33434,43814,714,1132,67,52024,4502,98141,37546,96947,80476,16471,38740,12680,26060,333,706,2571,11,35119,0,123111,39280,83831,44640,78712,42340,2177,805,549,359,2393,1136
Hunts Point - Mott Haven,2013,137161.0,20167.856628341877,41.6736484860857,16.1217467064253,29601,43945,529,940,89,57584,4473,98971,38190,98151,81630,16521,39010,13004,26006,280,641,3286,39,34758,6,124989,39877,85112,44478,79279,41714,2729,1058,575,442,2529,1264
Hunts Point - Mott Haven,2014,139194.0,20432.66674569306,43.02928718191876,14.922509590930645,24137,43959,596,1108,135,64678,4581,100387,38807,97865,82536,15329,41329,14742,26587,240,777,3693,30,36574,15,126580,39390,87190,44349,80455,41337,2751,958,632,506,3352,1548
Hunts Point - Mott Haven,2015,141085.0,20660.96831697204,43.10345607258036,13.065192614381402,20582,42467,840,1314,132,72083,3667,101423,39662,97853,82787,15066,43232,15585,27647,286,975,4300,58,37599,14,128888,39361,89527,44842,81958,41289,2720,1094,917,744,3932,1715
Hunts Point - Mott Haven,2016,142482.0,21308.060611164918,42.1845489254783,11.44849595036566,17247,43411,986,1239,134,75634,3831,100923,41559,98057,83791,14266,44425,16548,27877,265,928,5700,72,37428,32,130342,40425,89917,43702,81246,39718,3087,1441,824,672,4760,1871
Hunts Point - Mott Haven,2017,142715.0,21771.80477174789,41.38587534596923,10.843783064148827,16531,44757,943,938,149,75603,3794,99931,42784,98261,83694,14567,44454,17388,27066,193,728,6046,65,37377,45,131102,41930,89172,40903,80356,37093,3147,1440,572,480,5097,1890
Hunts Point - Mott Haven,2018,140964.0,23001.88921284867,39.773361283732015,11.314841377940466,16994,46350,953,1113,249,71091,4214,96846,44118,95994,82130,13864,44970,18505,26465,169,793,6796,54,37117,41,129302,41321,87981,39407,77922,35531,3388,1303,689,589,5982,1984
Hunts Point - Mott Haven,2019,140122.0,24068.650147728407,38.678254663792984,11.925349338433652,19309,46171,1240,784,161,67700,4757,96479,43643,96070,81858,14212,44052,19093,24959,284,708,7057,52,35913,38,128700,41663,87037,38397,76918,34785,3461,1430,427,319,6231,1863
Hunts Point - Mott Haven,2020,138077.0,25138.591517776313,37.00453225374248,11.569215727456417,20085,47886,915,609,156,56988,11438,94481,43596,96786,83924,12862,41291,18933,22358,349,537,6711,0,33655,39,127510,43647,83863,36984,73236,33368,3551,1356,147,100,6929,2160
Hunts Point - Mott Haven,2021,144304.0,27171.385900598732,36.285060705177955,12.339660023284177,19656,48415,1064,851,84,58635,15599,100661,43643,101981,88266,13715,42323,19895,22428,310,635,5712,0,35658,8,133791,45920,87871,38187,78051,34921,2729,879,256,170,6835,2217
Flushing - Clearview,2011,257413.0,33950.13982976773,12.563626934148624,9.521108491024153,107798,6594,1209,120416,73,15237,6086,41274,216139,119407,115428,3979,138006,71755,66251,15724,97869,837,22,23078,468,243777,72606,171171,98940,33990,15107,37098,14073,98770,69408,1313,352
Flushing - Clearview,2012,262964.0,33905.97111391674,13.040300573462526,9.61866491230739,104412,6397,1293,125883,64,18086,6829,42896,220068,121264,117290,3974,141700,73822,67878,15330,101565,898,27,23520,348,249125,73550,175575,101702,34627,14971,35976,13339,103505,72909,1467,483
Flushing - Clearview,2013,261570.0,33532.29670451505,14.25281798371373,9.70383950758879,99985,6230,1136,126847,59,20346,6967,44255,217315,118180,114494,3686,143390,74205,69185,15554,102072,701,32,24735,284,248548,71145,177403,107087,36311,17227,35878,13660,103846,75842,1368,358
Flushing - Clearview,2014,262170.0,32479.68994545524,15.20203341343403,8.531352557500858,97163,5829,1005,129685,83,21300,7105,43280,218890,117382,113598,3784,144788,73416,71372,14853,105134,722,16,23822,241,248902,70695,178207,113706,35471,17823,33373,13268,107809,82081,1554,534
Flushing - Clearview,2015,261157.0,32652.525748879023,15.423066201556917,7.347932086828996,94070,5860,999,131610,75,21466,7077,43392,217765,114576,110916,3660,146581,74623,71958,14822,106374,662,24,24419,272,247465,69370,178095,119061,35307,19231,33292,14540,108113,84758,1383,532
Flushing - Clearview,2016,261013.0,33162.89985173152,16.006585878864275,6.085143268726078,89346,6320,816,133643,117,23709,7062,44642,216371,114454,111046,3408,146559,74527,72032,13614,107634,514,91,24490,210,247135,69480,177655,123932,35738,20540,30846,14515,109803,88367,1268,510
Flushing - Clearview,2017,262378.0,33320.70629397282,15.908857068809123,4.838338199086814,88663,6271,799,135485,159,24228,6773,44295,218083,114830,111280,3550,147548,75199,72349,13616,108472,663,113,24463,220,247974,69351,178623,129634,35888,22477,29712,14788,111602,91863,1421,506
Flushing - Clearview,2018,256128.0,34406.61471998376,15.559226246251873,4.254822588705647,86222,5749,1052,133041,148,23500,6416,44582,211546,112516,108707,3809,143612,73918,69694,12512,106568,710,109,23479,231,241275,67684,173591,126231,35005,22027,27663,13652,109649,90088,1274,464
Flushing - Clearview,2019,253041.0,35360.17930295881,14.80378989966053,4.004688173062863,81166,5760,819,134312,132,24137,6715,44070,208971,110630,107130,3500,142411,74923,67488,11756,106822,703,108,22761,257,238364,66825,171539,124052,34241,21417,26816,13509,109426,88803,1056,323
Flushing - Clearview,2020,253562.0,34897.31683375269,14.417731757913252,5.121300510328834,78799,5286,844,133270,162,26371,8830,46284,207278,113164,109534,3630,140398,73265,67133,11573,104531,975,108,23042,169,238488,68370,170118,120035,35759,21115,25494,11987,107430,86553,1435,380
Flushing - Clearview,2021,263797.0,38234.456479793174,14.052535472351847,6.155287588562417,82241,5194,1092,136607,181,27566,10916,47334,216463,118073,114172,3901,145724,77294,68430,12547,107664,1310,34,24010,159,248917,74597,174320,118566,36354,19851,26405,12047,109832,86301,1729,367
Lower Manhattan,2011,48451.0,79804.57305318775,12.965602361148377,5.04091969206002,29549,2353,256,11466,0,3124,1703,5619,42832,33624,32424,1200,14827,5955,8872,4112,7310,397,318,2046,644,45395,27824,17571,5884,4547,1231,4450,723,8126,3828,448,102
Lower Manhattan,2012,50547.0,81209.48897066097,12.576768156369319,5.521366253190101,32109,2166,231,11508,0,3037,1496,6455,44092,34816,33498,1318,15731,6566,9165,4315,7769,350,531,2094,672,47301,29033,18268,5988,5269,1465,4570,708,7961,3704,468,111
Lower Manhattan,2013,53645.0,84281.91117531923,11.001142697362289,5.067926181377575,34029,2289,318,12659,0,2710,1640,6392,47253,37311,35890,1421,16334,6877,9457,4597,8203,346,443,2130,615,49909,31643,18266,5969,4953,1377,4761,786,8009,3685,543,121
Lower Manhattan,2014,56009.0,86808.31087860878,11.234040957703227,4.663593351068578,35713,2345,360,12864,0,2735,1992,6683,49326,38793,37245,1548,17216,7454,9762,5230,8419,278,439,2235,615,52376,33641,18735,6101,4996,1519,5432,965,7702,3501,605,116
Lower Manhattan,2015,58084.0,82900.11144635356,10.781141105984435,4.2547620687280485,37435,2482,476,13430,0,2407,1854,6336,51748,40824,39121,1703,17260,7622,9638,4977,9091,326,341,2092,433,54254,35881,18373,5747,4703,1252,5052,903,7984,3505,634,87
Lower Manhattan,2016,59551.0,91955.27094423267,10.92211885610653,4.229754328222868,38360,2939,66,14450,6,1757,1973,6872,52679,41350,39560,1790,18201,8416,9785,5259,9581,267,380,2248,466,55927,36637,19290,6509,4976,1553,5581,893,8161,4003,572,60
Lower Manhattan,2017,60206.0,96315.78937315216,10.140127229844202,3.831731056705312,39123,3168,76,14218,10,1371,2240,5593,54613,42076,40468,1608,18130,8704,9426,5588,9419,246,249,2069,559,56186,37653,18533,6134,3674,1136,6087,844,8240,4122,532,32
Lower Manhattan,2018,60156.0,98388.84131496205,10.12270430214775,4.0219230001994815,39558,3013,49,13818,17,1326,2375,6182,53974,42451,40748,1703,17705,8653,9052,5359,9493,238,277,1853,485,56175,37302,18873,6315,4131,1262,5986,794,8254,4243,502,16
Lower Manhattan,2019,61168.0,98227.56511574681,9.927107311012296,3.7235498953701276,40520,3430,152,13468,17,1050,2531,6052,55116,44057,42399,1658,17111,9131,7980,5108,8868,287,263,2108,477,57146,38581,18565,5889,3924,1088,6029,748,8242,4037,370,16
